!Series_title	"Osteosarcoma TE85 cell tissue culture study"
!Series_geo_accession	"GSE1000"
!Series_status	"Public on Jan 28 2004"
!Series_submission_date	"Jan 27 2004"
!Series_last_update_date	"Aug 10 2018"
!Series_summary	"Amino acid conjugated surfaces and controls at 6 and 32 hours"
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Catherine,M,Klapperich"
!Series_contributor	"Jie,,Song"
!Series_contributor	"Carolyn,R,Bertozzi"
!Series_sample_id	"GSM15785 GSM15786 GSM15787 GSM15788 GSM15789 GSM15790 GSM15791 GSM15792 GSM15794 GSM15795 "
!Series_contact_name	"Catherine,,Klapperich"
!Series_contact_email	"catherin@bu.edu"
!Series_contact_phone	"617-358-0253"
!Series_contact_laboratory	"Laboratory for Biomedical Materials Research"
!Series_contact_department	"Biomedical and Manufacturing Engineering"
!Series_contact_institute	"Boston University"
!Series_contact_address	"44 Cummington St. 7th Floor"
!Series_contact_city	"Boston"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02215"
!Series_contact_country	"USA"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1000/suppl/GSE1000_RAW.tar"
!Series_platform_id	"GPL96"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA87053"

!Sample_title	"Aspartic Acid Conjugated Surface 6 hours"	"Tissue Culture Polystyrene 32 hours"	"Glutamic Acid Surface 6 hours"	"Serine Surface 6 hours"	"Amino terminated Surface 6 hours"	"Aspartic Acid Conjugated Surface 32 hours"	"Glutamic Acid Conjugated Surface 32 hours"	"Serine Conjugated Surface 32 hours"	"Amino Terminated surface 32 hours"	"Tissue Culture Polystyrene 6 hours"
!Sample_geo_accession	"GSM15785"	"GSM15786"	"GSM15787"	"GSM15788"	"GSM15789"	"GSM15790"	"GSM15791"	"GSM15792"	"GSM15794"	"GSM15795"
!Sample_status	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"	"Public on Jan 28 2004"
!Sample_submission_date	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"	"Jan 26 2004"
!Sample_last_update_date	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"	"Oct 28 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"	"Human Osteosarcoma TE85 cells"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml). Media changed every other day. 37ºC, 5% CO2."	"Cultured in DMEM with 10% FBS and penicillin (100U/ml)/streptomycin (100ug/ml)."
!Sample_description	"Cells plated on sample surfaces."	""	""	""	""	""	""	""	""	"Media changed every other day."
!Sample_description	""	""	""	""	""	""	""	""	""	"37ºC, 5% CO2."
!Sample_description	""	""	""	""	""	""	""	""	""	"Cells plated on sample surfaces."
!Sample_platform_id	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"	"GPL96"
!Sample_contact_name	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"	"Catherine,,Klapperich"
!Sample_contact_email	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"	"catherin@bu.edu"
!Sample_contact_phone	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"	"617-358-0253"
!Sample_contact_laboratory	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"	"Laboratory for Biomedical Materials Research"
!Sample_contact_department	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"	"Biomedical and Manufacturing Engineering"
!Sample_contact_institute	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"	"Boston University"
!Sample_contact_address	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"	"44 Cummington St. 7th Floor"
!Sample_contact_city	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"	"Boston"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02215"	"02215"	"02215"	"02215"	"02215"	"02215"	"02215"	"02215"	"02215"	"02215"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15785/suppl/GSM15785.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15786/suppl/GSM15786.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15787/suppl/GSM15787.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15788/suppl/GSM15788.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15789/suppl/GSM15789.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15790/suppl/GSM15790.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15791/suppl/GSM15791.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15792/suppl/GSM15792.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15794/suppl/GSM15794.cel.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM15nnn/GSM15795/suppl/GSM15795.cel.gz"
!Sample_data_row_count	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"	"22283"
!series_matrix_table_begin
"ID_REF"	"GSM15785"	"GSM15786"	"GSM15787"	"GSM15788"	"GSM15789"	"GSM15790"	"GSM15791"	"GSM15792"	"GSM15794"	"GSM15795"
"1007_s_at"	320.4648708	232.9942945	321.1989997	299.2894447	292.0158744	247.2142626	245.7803605	222.2537593	239.0416401	305.3781325
"1053_at"	388.4570282	422.9093542	369.8441957	348.2636943	384.6797086	375.4117411	363.9898893	382.8768359	390.2117945	339.2314569
"117_at"	65.47251742	64.10611396	68.17089422	62.67997335	66.1750872	52.31132627	59.67616474	71.36348486	52.21510692	64.44750168
"121_at"	512.2466824	439.1625349	518.2708088	455.0033648	493.7479397	513.9687769	499.749209	461.6982917	441.9870046	495.7990653
"1255_g_at"	23.00564945	22.93034872	23.53590967	22.12608904	21.92042386	19.79299639	21.17560209	22.05063869	22.35930264	22.24714292
"1294_at"	130.1563251	133.8530785	116.7900185	122.7252924	126.3779047	108.0699941	121.7464012	147.4330616	102.8398709	132.2294986
"1316_at"	41.89464472	41.33481317	37.93614667	42.99748923	43.06711637	43.41777686	43.71923578	45.20088873	42.36682871	47.50835392
"1320_at"	39.17078691	42.82076753	45.19421848	40.13631599	43.81375565	41.01158141	40.19741793	43.12489883	40.10511328	43.48528496
"1405_i_at"	23.5557134	24.73695315	22.76984618	23.03893151	21.2300563	23.24209679	23.83239159	24.42103776	22.6133955	25.66883753
"1431_at"	23.01077703	24.77790948	22.28811343	25.66231443	24.39376945	22.37926394	23.35459646	27.91701934	22.70936858	25.59187883
"1438_at"	112.2441719	129.8465241	112.2692967	111.5835166	110.778514	102.6435847	110.5640893	123.3918228	102.1910003	115.7246534
"1487_at"	248.8120523	177.0593639	216.4384286	214.2598793	227.5746761	193.1875561	199.0418242	186.0455831	182.3036104	206.2105219
"1494_f_at"	105.1358378	97.97758026	104.6219867	115.7321947	108.2245493	106.9150005	107.2944702	101.9323206	100.168451	121.813244
"1598_g_at"	1036.333391	998.8933278	902.1232722	941.1465995	962.9807398	953.6871356	898.985945	904.5130306	769.2675043	1156.133106
"160020_at"	452.0867115	361.3928387	368.9490297	411.1271847	388.3555331	348.6611797	385.7089012	392.3644807	334.9388156	423.7147561
"1729_at"	128.3464473	107.0947056	118.0322621	124.3680239	118.6477393	120.9996628	111.6116438	104.6160528	124.6286584	114.5250493
"1773_at"	61.74484348	105.9402732	73.42115166	70.34498668	86.99620532	78.537307	74.6173214	75.2416406	79.76543937	70.1616359
"177_at"	59.00589247	49.78507606	53.67762366	51.95214663	54.27363022	54.33418374	51.04245749	50.35418758	52.72834254	51.28124758
"179_at"	533.1009055	562.7096547	534.9779717	483.06868	595.1363285	500.5166921	511.538132	549.3202857	447.1982015	565.364503
"1861_at"	69.62569761	72.75860354	60.02128669	65.41361259	66.6867907	81.79051516	65.15328058	58.17411848	79.25468642	66.08404753
"200000_s_at"	1769.8507	1645.70033	1561.69463	1577.529804	1645.760831	1777.709334	1662.53033	1585.301553	1629.747785	1718.36033
"200001_at"	1792.335944	1780.182903	1820.914098	1575.378298	1927.039206	1662.39034	1707.215959	1505.35094	1593.068365	1760.159959
"200002_at"	5240.972645	5542.293631	4947.56288	4888.081559	4706.072246	5254.746196	4867.408316	4909.452685	5521.358647	4909.457256
"200003_s_at"	8816.985816	8858.34488	8483.774685	8284.130619	8130.070702	8603.055263	8159.39033	7776.771808	8537.907828	8123.198274
"200004_at"	3090.819253	3482.671399	3358.808556	3165.865571	3432.797256	3162.451414	3436.985068	3229.78033	3741.121489	2982.48033
"200005_at"	2300.904135	2827.939881	2537.504616	2354.168425	2479.606107	2848.897217	2557.39215	2498.385009	2247.869156	2414.164823
"200006_at"	4229.374537	4497.274965	4134.989886	4251.806544	4142.090074	4646.961298	4334.164614	4510.852078	4695.09264	4182.29033
"200007_at"	4477.39439	4139.685498	4336.808042	4612.409718	4250.905177	3987.473296	4256.033586	3999.8696	4266.48033	4230.388534
"200008_s_at"	271.938475	1235.731669	658.6490549	345.5016078	725.9295929	796.2508086	601.0998297	496.2202222	755.1372496	415.0809569
"200009_at"	2449.009241	2567.451447	2517.685818	2343.823372	2579.470124	2398.693735	2506.278077	2600.111568	2477.584807	2402.111631
"200010_at"	5319.076446	5688.076994	6162.578428	5910.292067	6007.646394	5746.052698	5502.235054	5037.17033	6025.928429	5846.475004
"200011_s_at"	950.7057223	950.1260188	859.689222	730.1700135	830.6223006	1001.286334	962.3650135	925.8573695	964.0406981	819.0200213
"200012_x_at"	9562.850334	8868.775771	9232.582852	9381.214465	8584.677627	9176.896341	9561.126182	8933.257862	9510.959319	9321.131753
"200013_at"	6018.530178	6860.34033	6051.839636	5524.265523	5917.41033	6321.032322	6459.021366	5921.308337	6551.633727	5614.26871
"200014_s_at"	2329.74633	2929.995848	2444.721799	2193.61033	2476.61807	3137.285061	3018.696603	2833.798319	3393.12151	2210.320874
"200015_s_at"	3153.02738	2862.812907	2923.555583	2883.036921	2996.51033	2793.93033	2832.903161	2781.037854	2988.471814	2874.730503
"200016_x_at"	7310.467262	7046.11033	7206.463835	7645.833921	7016.49033	6788.940377	7960.451136	7107.032478	7832.044976	7086.02469
"200017_at"	5678.31033	5776.101907	5606.720802	5679.363912	5376.736124	5310.41425	5794.755578	5664.56031	5814.05033	5868.786831
"200018_at"	11042.10351	11213.72092	10897.27507	10766.71156	10789.88574	10940.41484	11337.42033	11183.07954	11507.10611	10486.09113
"200019_s_at"	7045.295416	6428.579934	5842.331839	6249.42033	6011.410273	6870.68033	6099.151991	5605.190865	6612.474278	6058.49033
"200020_at"	2061.680992	2212.523769	2081.748915	2360.45177	2339.950049	2248.71184	2137.344864	2140.60033	2277.38033	2185.869274
"200021_at"	9489.270173	9818.924359	8767.349872	9115.857706	8700.468866	9336.814	9629.18033	8911.669546	9441.743693	9282.764196
"200022_at"	7120.280215	7478.318209	6896.330482	6505.557431	6958.246701	7864.295929	7231.873523	6909.750892	7610.663261	7126.517651
"200023_s_at"	2372.138173	2782.762819	2575.32033	2244.296333	2460.881002	2957.278261	2844.107493	2510.740399	2738.495182	2608.577007
"200024_at"	7268.323533	8493.057844	7390.318445	6340.567085	7488.585161	7939.71033	7472.489411	7111.753243	7576.13336	6850.764138
"200025_s_at"	9395.082752	8808.017057	8386.176481	9174.739246	7971.576037	9274.097961	9310.090438	9041.14385	9239.270511	9294.850457
"200026_at"	7014.458568	6179.720613	6556.92033	7330.894833	6504.65033	6100.973269	6377.161209	6101.670652	6693.449557	6909.805017
"200027_at"	1389.027402	1542.593614	1344.553686	1483.701176	1221.41033	1743.160915	1719.091984	1542.850225	1954.61822	1278.90033
"200028_s_at"	2033.857032	1828.208621	2037.864355	2069.999948	2028.94607	2190.890285	2019.093039	1753.373662	2173.907024	2110.905219
"200029_at"	9412.61578	9391.92738	9787.179992	9043.691619	9113.182337	9899.328155	9597.970437	9180.16033	9456.692535	9290.084792
"200030_s_at"	5306.306825	6721.6182	5839.988028	4885.042888	6133.455782	6200.874049	5834.6661	5601.852578	5783.64436	5179.171103
"200031_s_at"	9745.172375	9722.955419	8983.049385	9055.103334	9621.390871	9196.5982	9134.878184	8763.426787	9340.249956	9089.806249
"200032_s_at"	7123.527839	7170.882073	8018.524438	7538.857282	6938.654992	7651.535588	7474.953335	7030.432525	7711.497756	7790.318473
"200033_at"	2071.109807	2110.772334	2378.388759	1978.246748	2106.018174	2107.877547	2082.975698	2013.689503	2242.564681	1919.683228
"200034_s_at"	5049.25547	5597.538242	5314.482668	4852.172801	5144.026142	5092.229011	5315.38518	5014.961624	5561.148108	4946.412445
"200035_at"	1716.343486	1624.441645	1495.430987	1585.308592	1465.713078	1660.416477	1853.974372	1511.87702	1782.44033	1757.184306
"200036_s_at"	4174.682258	4968.121099	4351.499298	3956.8521	4521.296396	4391.330304	4360.51033	4273.646982	4507.710431	4071.328153
"200037_s_at"	2026.774814	1785.526757	2019.558849	2130.430412	1870.918134	1829.713518	2064.505824	1834.426185	2199.454449	1868.882995
"200038_s_at"	5123.605283	5347.380222	5470.532333	4899.205282	5564.736758	5512.450095	5255.468251	5054.944286	5618.751883	5150.554904
"200039_s_at"	2341.698082	2401.011284	2200.898976	2036.258612	2007.990358	2971.367169	2580.928738	2431.212376	2709.092611	2092.145919
"200040_at"	1580.833724	1949.030565	1914.890677	1776.123689	1690.552035	2085.088675	2084.076972	1980.58033	2027.29325	1520.680447
"200041_s_at"	4277.699276	4689.746347	4244.044403	3870.166737	4056.21033	4997.463073	4963.10033	4323.108741	4868.02033	4643.277832
"200042_at"	996.2380979	1342.104509	1028.449496	1007.575558	1099.186153	1183.590375	1141.014601	1122.738444	1202.078231	934.142781
"200043_at"	4844.20064	5399.93033	4152.990126	4516.038004	4040.365168	4818.509902	5111.320995	5032.498878	5057.847581	4100.97033
"200044_at"	1681.487467	2083.63034	1705.155674	1770.017966	1835.125921	2083.740733	2082.249909	1859.900557	2145.725572	1868.785631
"200045_at"	2406.933898	2453.87225	2364.9711	2142.863233	2419.253868	2761.416335	2518.456061	2424.194631	2414.14213	2486.013251
"200046_at"	1353.478077	1563.944848	1547.384036	1208.465491	1662.541587	1472.097487	1407.278694	1331.262256	1411.038032	1414.972121
"200047_s_at"	1390.72977	1514.780357	1358.276387	1479.63751	1333.578955	1266.30033	1554.614446	1565.664107	1716.251026	1283.649108
"200048_s_at"	3839.870172	4578.965057	3914.455961	3631.121894	4160.30033	4437.98033	4086.493914	4011.029511	4319.836761	3684.664423
"200049_at"	832.0022066	840.3411101	830.3790807	699.670169	762.4699284	953.1128522	914.1159377	817.090443	835.8103303	791.2803303
"200050_at"	725.5770626	734.2897485	798.6087922	896.4210639	781.6329876	737.0344716	810.7791583	719.5793161	920.9247612	849.1416435
"200051_at"	591.0385317	468.5960727	460.378308	494.1521043	465.1338719	565.2403303	614.1941356	516.657117	634.9001486	485.1414961
